Date,SPY,TSLA,FB,AAPL,MSFT,MCD,GOOG,AMZN,IWM,QQQ,TLT,CSCO,JNJ,KO,PEP,XOM,CVX,VZ,T,HD,WMT,JPM,C,GS,NFLX,AMD,INTC,MU,UNH,CI,BA,HD.1,BAC,SBUX,BABA
4/1/2016,206.92,237.59,116.06,109.99,55.57,127.02,749.91,598.50,111.12,110.36,130.68,28.69,109.19,46.83,103.78,82.96,94.26,54.01,39.05,134.85,69.06,59.87,42.47,159.82,105.70,2.83,32.45,11.03,129.92,137.16,126.96,134.85,13.56,61.02,78.73
4/4/2016,206.25,246.99,112.55,111.12,55.43,127.57,745.29,593.19,110.19,109.94,130.76,28.14,108.59,46.89,103.82,83.16,93.43,54.42,39.36,134.85,69.10,59.20,42.06,157.77,104.35,2.83,32.00,10.80,129.49,141.23,126.34,134.85,13.51,60.25,79.08
4/5/2016,204.19,255.47,112.22,109.81,54.56,127.38,737.80,586.14,108.94,108.88,132.19,27.58,108.95,46.53,103.10,82.21,92.67,54.09,39.19,134.58,68.64,58.36,41.51,155.35,104.94,2.76,31.90,10.40,127.04,135.49,127.03,134.58,13.19,60.04,77.32
4/6/2016,206.42,265.42,113.71,110.96,55.12,127.52,745.69,602.08,110.17,110.67,131.23,28.00,109.42,46.71,103.92,83.31,94.84,53.52,38.64,135.44,69.04,58.81,41.86,155.19,104.83,2.80,32.08,10.47,128.03,135.20,127.93,135.44,13.27,60.83,78.68
4/7/2016,203.95,257.20,113.64,108.54,54.46,128.14,740.28,591.43,108.68,109.08,132.85,27.60,109.27,46.36,103.60,82.37,94.79,52.00,38.59,133.87,68.22,57.32,40.27,150.41,104.45,2.64,31.55,10.51,126.87,131.86,127.00,133.87,12.85,61.17,77.61
4/8/2016,204.50,250.07,110.63,108.66,54.42,127.96,739.15,594.60,109.11,109.00,132.01,27.69,109.10,46.87,105.08,83.21,96.33,52.18,38.50,133.62,68.06,57.74,40.47,150.28,103.81,2.74,31.63,10.72,125.68,130.41,127.88,133.62,12.88,61.04,77.47
4/11/2016,204.02,249.92,108.99,109.02,54.31,127.56,736.10,595.93,108.77,108.60,131.84,27.62,108.97,46.44,104.30,83.32,95.24,51.61,38.39,133.01,67.40,58.20,41.12,152.20,102.68,2.76,31.67,10.45,126.33,132.05,127.91,133.01,12.97,60.90,77.71
4/12/2016,205.92,247.82,110.61,110.44,54.65,127.61,743.09,603.17,109.94,109.51,130.93,27.64,109.60,46.65,104.91,84.35,97.51,51.95,38.67,134.38,68.80,59.28,41.90,154.31,106.98,2.81,31.86,10.17,126.80,135.78,129.47,134.38,13.27,59.50,77.86
4/13/2016,208.00,254.53,110.51,112.04,55.35,126.89,751.72,614.82,112.31,110.91,131.39,28.23,109.87,46.04,104.12,84.83,97.60,51.29,38.25,133.84,69.15,61.79,44.25,159.85,109.65,2.80,32.13,10.88,127.76,137.00,131.14,133.84,13.79,60.21,79.64
4/14/2016,208.01,251.86,110.84,112.10,55.36,127.51,753.20,620.75,112.17,110.92,130.76,28.25,109.84,45.83,103.16,85.43,97.98,51.36,38.42,134.37,68.80,62.59,44.98,160.91,110.42,2.72,31.80,10.40,127.98,135.00,130.85,134.37,14.14,60.13,79.61
4/15/2016,207.78,254.51,109.64,109.85,55.65,127.78,759.00,625.89,112.45,110.64,131.88,27.90,110.18,46.10,103.77,84.97,97.23,51.35,38.48,135.01,69.06,61.87,44.92,158.52,111.51,2.70,31.46,10.69,127.33,136.65,131.13,135.01,14.00,60.51,78.97
4/18/2016,209.24,253.88,110.45,107.48,56.46,128.85,766.61,635.35,113.30,111.23,131.31,28.19,110.93,46.22,103.72,85.78,98.70,51.73,38.65,136.80,69.86,62.27,45.11,159.02,108.40,2.76,31.65,10.89,127.81,137.12,131.97,136.80,14.17,60.89,79.01
4/19/2016,209.90,247.37,112.29,106.91,56.39,128.86,753.93,627.90,113.39,110.55,130.90,28.33,112.68,46.60,104.32,86.21,100.50,52.08,38.92,135.44,69.77,63.32,45.63,162.65,94.34,2.62,31.60,10.72,130.50,139.87,132.68,135.44,14.45,60.90,79.46
4/20/2016,210.10,249.97,112.42,107.13,55.59,128.55,752.67,632.99,113.56,110.64,129.46,28.44,113.58,44.37,102.44,86.80,101.69,51.75,38.72,135.19,69.21,64.24,46.74,166.98,96.77,2.70,32.00,10.75,133.93,141.27,130.57,135.19,14.93,60.90,81.21
4/21/2016,208.97,248.29,113.44,105.97,55.78,125.79,759.14,631.00,112.99,110.65,128.69,28.24,113.57,43.66,100.99,86.79,101.40,50.03,37.86,134.60,68.47,63.60,46.60,165.32,94.98,2.62,31.97,10.65,132.96,140.34,130.74,134.60,14.90,60.64,80.78
4/22/2016,208.97,253.75,110.56,105.68,51.78,125.50,718.77,620.50,114.11,108.98,128.36,28.15,113.32,44.54,101.98,87.53,102.01,50.55,38.07,135.66,68.72,63.97,46.97,166.75,95.90,3.99,31.64,10.66,134.13,141.82,131.05,135.66,15.11,57.68,79.89
4/25/2016,208.61,251.82,110.10,105.08,52.11,127.46,723.15,626.20,113.30,108.98,127.83,28.23,113.51,44.71,102.80,87.33,101.51,50.76,38.21,135.65,69.47,63.60,46.69,165.09,93.56,3.45,31.39,10.55,133.78,140.25,130.75,135.65,14.96,57.77,78.84
4/26/2016,208.92,253.74,108.76,104.35,51.44,127.71,708.14,616.88,114.41,108.45,127.25,28.45,112.91,44.53,102.60,87.63,102.29,50.44,38.09,135.34,69.30,63.93,47.10,165.84,92.43,3.66,31.40,11.51,134.24,140.68,133.24,135.34,15.09,57.72,78.61
4/27/2016,209.35,251.47,108.89,97.82,50.94,128.30,705.84,606.57,114.81,107.58,128.52,28.64,112.77,44.68,102.63,88.46,103.85,51.69,38.72,135.75,69.42,64.11,47.33,166.92,91.04,3.73,31.75,11.56,132.80,139.27,137.08,135.75,15.02,56.90,77.65
4/28/2016,207.45,247.71,116.73,94.83,49.90,127.92,691.02,602.00,113.50,106.28,129.05,27.96,112.48,44.63,102.97,88.03,102.40,51.02,38.64,132.73,68.91,63.60,46.73,164.29,90.28,3.61,31.11,11.62,132.07,139.94,134.80,132.73,14.79,56.42,76.40
4/29/2016,206.33,240.76,117.58,93.74,49.87,126.49,693.01,659.59,112.48,105.72,129.38,27.49,112.08,44.80,102.96,88.40,102.18,50.94,38.82,133.89,66.87,63.20,46.28,164.11,90.03,3.55,30.28,10.75,131.68,138.54,134.80,133.89,14.56,56.23,76.94
5/2/2016,207.97,241.80,118.57,93.64,50.61,128.20,698.21,683.85,113.48,106.72,127.82,27.37,112.75,44.98,103.43,89.13,103.31,51.32,39.10,136.05,67.59,63.79,46.68,166.18,93.11,3.74,30.61,10.62,132.10,138.28,134.01,136.05,14.77,57.36,76.61
5/3/2016,206.16,232.32,117.43,95.18,49.78,128.40,692.36,671.32,111.62,105.73,129.43,26.86,112.69,44.84,103.56,88.11,101.32,50.68,38.91,134.54,67.00,62.56,45.57,163.14,91.54,3.60,30.36,10.36,132.46,137.74,132.49,134.54,14.36,56.25,75.91
5/4/2016,205.01,222.56,118.06,94.19,49.87,129.33,695.70,670.90,110.70,105.05,130.14,26.44,112.22,44.98,104.02,87.94,100.59,50.84,38.88,135.16,67.19,61.57,44.66,160.07,90.79,3.60,29.85,10.00,132.03,135.30,130.89,135.16,14.13,56.39,75.82
5/5/2016,204.97,211.53,117.81,93.24,49.94,129.28,701.43,659.09,110.26,105.02,131.01,26.21,112.88,45.06,104.21,88.04,101.42,50.84,38.74,134.67,67.21,61.24,44.23,159.53,89.37,3.66,29.90,10.06,132.31,134.93,132.08,134.67,14.05,56.25,78.83
5/6/2016,205.72,214.93,119.49,92.72,50.39,130.58,711.12,673.95,110.91,105.58,130.45,26.53,112.74,45.32,104.96,88.51,101.86,51.12,38.99,135.70,68.25,61.60,44.41,158.85,90.84,3.68,30.04,9.99,132.04,130.85,133.26,135.70,14.11,56.31,79.20
5/9/2016,205.89,208.92,119.24,92.79,50.07,130.83,712.90,679.75,111.23,105.88,130.86,26.51,113.72,45.24,105.28,88.57,100.35,51.08,38.86,136.24,68.95,61.21,43.89,157.51,90.54,3.65,29.80,9.87,132.67,131.38,132.10,136.24,13.99,56.64,79.41
5/10/2016,208.45,208.69,120.50,93.42,51.02,131.60,723.18,703.07,112.35,107.33,130.87,27.03,114.67,45.75,106.57,89.99,101.27,51.54,39.31,137.51,68.79,62.04,44.84,161.42,92.89,3.64,30.14,10.09,133.57,133.05,134.72,137.51,14.30,57.49,79.72
5/11/2016,206.50,208.96,119.52,92.51,51.05,129.14,715.29,713.23,110.96,106.36,131.61,26.70,114.37,45.46,105.72,88.81,101.14,51.15,39.18,134.30,66.41,61.81,44.47,159.42,90.02,3.65,30.06,10.10,130.69,130.51,133.00,134.30,14.20,56.23,79.80
5/12/2016,206.56,207.28,120.28,90.34,51.51,130.12,713.31,717.93,110.37,105.89,131.01,26.67,114.23,45.83,106.10,89.67,102.12,51.47,39.55,134.19,66.85,61.77,44.00,158.07,87.74,3.59,29.76,9.63,129.74,128.06,134.42,134.19,14.14,56.30,79.16
5/13/2016,204.76,207.61,119.81,90.52,51.08,128.83,710.83,709.92,109.64,105.50,132.28,26.53,113.56,45.35,104.18,88.66,100.74,50.94,39.15,133.13,64.94,61.20,43.11,155.34,87.88,3.67,29.91,9.56,129.00,128.36,132.12,133.13,13.88,55.82,77.16
5/16/2016,206.78,208.29,118.67,93.88,51.83,129.64,716.49,710.66,111.03,106.82,131.14,26.97,114.44,45.62,104.13,89.57,102.29,51.23,39.28,135.34,66.02,61.66,43.15,155.38,89.12,3.79,30.39,9.68,130.64,130.01,134.14,135.34,13.93,55.53,79.29
5/17/2016,204.85,204.66,117.35,93.49,50.51,127.69,706.23,695.27,109.27,105.48,131.36,26.65,113.83,44.75,102.37,89.53,100.75,50.90,39.11,132.00,65.10,61.66,43.70,154.65,88.63,3.79,29.98,9.67,129.56,130.44,132.56,132.00,14.01,54.88,79.35
5/18/2016,204.91,211.17,117.65,94.56,50.81,126.21,706.63,697.45,109.84,105.86,129.49,26.72,113.59,44.48,100.91,89.35,100.06,50.39,38.45,131.77,63.15,64.04,45.87,159.94,90.50,3.84,29.99,10.05,130.51,129.48,130.99,131.77,14.69,54.80,79.03
5/19/2016,204.20,215.21,116.81,94.20,50.32,125.29,700.32,698.52,108.96,105.31,130.05,27.57,112.85,44.32,101.33,90.11,99.85,49.63,38.44,131.73,69.20,63.39,45.06,154.70,89.55,3.77,29.63,10.07,130.00,129.06,128.08,131.73,14.53,54.55,78.32
5/20/2016,205.49,220.28,117.35,95.22,50.62,122.56,709.74,702.80,110.79,106.47,130.15,27.97,112.64,43.95,100.10,89.74,99.79,49.66,38.45,131.85,69.86,63.51,44.90,154.51,92.49,3.87,30.15,10.80,130.94,131.28,127.39,131.85,14.52,54.62,78.79
5/23/2016,205.21,216.22,115.97,96.43,50.03,122.81,704.24,696.75,110.66,106.33,130.44,27.94,112.16,43.97,100.42,89.60,99.38,49.14,38.32,131.42,69.50,63.46,45.11,155.45,94.89,4.04,30.23,11.14,130.42,126.15,127.58,131.42,14.47,54.60,79.00
5/24/2016,207.87,217.91,117.70,97.90,51.59,123.95,720.09,704.20,112.94,108.46,129.86,28.47,112.69,44.37,101.09,89.67,100.19,49.58,38.50,133.36,70.24,64.54,45.86,157.59,97.89,4.20,31.06,11.49,132.59,124.81,127.50,133.36,14.68,55.44,81.12
5/25/2016,209.28,219.58,117.89,99.62,52.12,123.26,725.27,708.35,113.60,109.24,129.37,28.92,113.35,44.38,101.09,90.26,101.77,49.85,38.62,133.20,70.48,65.52,46.94,161.25,100.20,4.18,31.39,11.60,133.42,129.30,128.86,133.20,14.92,55.15,75.59
5/26/2016,209.34,225.12,119.47,100.41,51.89,123.79,724.12,714.91,113.47,109.56,130.04,28.90,112.90,44.69,101.90,89.80,101.50,50.16,38.84,134.05,70.85,65.03,46.11,159.22,102.81,4.35,31.49,11.95,132.98,128.87,129.31,134.05,14.70,55.29,78.35
5/27/2016,210.24,223.04,119.38,100.35,52.32,123.25,732.66,712.24,114.60,110.13,129.85,28.92,113.06,44.78,101.96,90.01,102.02,50.62,38.99,133.94,70.75,65.43,46.58,159.53,103.30,4.60,31.57,12.31,134.00,128.82,129.22,133.94,14.88,55.15,80.97
5/31/2016,209.84,223.23,118.81,99.86,53.00,122.06,735.72,722.79,115.00,110.34,130.16,29.05,112.69,44.60,101.17,89.02,101.00,50.90,39.15,132.12,70.78,65.27,46.57,159.48,102.57,4.57,31.59,12.72,133.67,128.11,126.15,132.12,14.79,54.89,82.00
6/1/2016,210.27,219.56,118.78,98.46,52.85,121.97,734.15,719.44,115.78,110.35,130.42,28.90,112.78,44.70,101.57,89.24,101.13,50.43,38.73,131.83,70.50,65.69,46.94,159.97,101.51,4.43,31.66,13.09,134.53,127.72,126.41,131.83,14.86,54.82,76.69
6/2/2016,210.91,218.96,118.93,97.72,52.48,121.17,730.40,728.24,116.67,110.58,131.36,29.08,114.49,44.72,102.00,88.53,100.53,50.77,38.84,132.41,70.95,65.81,46.97,159.28,101.25,4.24,31.76,13.11,136.04,129.57,126.85,132.41,14.94,54.62,77.30
6/3/2016,210.28,218.99,118.47,97.92,51.79,121.35,722.34,725.54,115.97,110.06,133.23,29.13,114.76,45.04,102.53,88.37,100.66,50.92,39.21,131.74,70.87,64.64,45.39,155.67,99.59,4.16,31.62,12.86,136.84,129.70,127.38,131.74,14.42,54.61,76.62
6/6/2016,211.35,220.68,118.79,98.63,52.13,122.00,716.55,726.73,117.22,110.46,132.24,29.10,115.77,45.37,102.70,89.34,101.17,50.71,39.34,129.19,71.05,65.28,45.74,157.06,100.74,4.47,31.68,12.77,138.15,129.63,131.90,129.19,14.52,55.59,78.06
6/7/2016,211.68,232.34,117.76,99.03,52.10,121.90,716.65,723.74,117.56,110.18,132.56,29.07,115.73,45.32,102.49,90.71,103.32,51.75,39.79,129.92,71.03,65.06,45.54,155.17,99.89,4.51,31.88,13.00,136.94,128.86,131.93,129.92,14.35,55.30,77.84
6/8/2016,212.37,235.52,118.39,98.94,52.04,122.11,728.28,726.64,118.43,110.37,133.27,29.14,115.80,45.55,103.18,90.79,103.09,51.52,39.86,129.59,71.28,65.25,45.56,154.64,97.86,4.46,31.89,12.58,140.40,131.17,133.00,129.59,14.43,55.22,77.64
6/9/2016,212.08,229.36,118.56,99.65,51.62,122.79,728.58,727.65,117.67,110.19,134.13,29.14,117.00,45.76,103.66,90.67,102.81,51.95,40.09,129.30,71.09,64.75,45.01,153.17,97.09,4.52,31.94,12.51,140.68,129.25,133.10,129.30,14.19,55.58,77.56
6/10/2016,210.07,218.79,116.62,98.83,51.48,122.36,719.41,717.91,116.07,108.94,134.78,29.03,117.01,45.99,103.31,89.98,101.98,52.67,40.33,128.83,71.14,63.84,43.90,149.89,93.75,4.32,32.04,12.14,139.24,128.08,131.14,128.83,13.83,54.87,75.92
6/13/2016,208.45,217.87,113.95,97.34,50.14,122.99,718.36,715.24,114.81,108.03,135.38,28.84,116.79,45.12,103.06,90.59,102.10,52.57,40.19,127.83,70.53,63.27,43.16,148.63,93.85,4.40,32.17,12.05,138.09,126.50,129.92,127.83,13.60,55.04,75.45
6/14/2016,208.04,214.96,114.94,97.46,49.83,122.51,718.27,719.30,114.48,108.03,135.28,28.96,117.12,45.04,103.23,90.43,101.28,52.99,40.38,125.24,70.95,62.08,41.96,146.19,94.12,4.39,32.14,11.92,137.87,127.37,130.50,125.24,13.26,55.57,77.77
6/15/2016,207.75,217.70,114.60,97.14,49.69,122.25,718.92,714.26,114.56,107.72,135.80,28.65,116.41,45.01,102.86,90.16,100.63,52.84,40.29,126.53,71.12,61.97,42.01,146.16,94.29,4.42,31.61,12.02,137.26,126.56,130.16,126.53,13.34,55.35,78.39
6/16/2016,208.37,217.93,114.39,97.55,50.39,122.47,710.36,717.51,114.55,108.04,136.46,28.87,116.64,45.31,103.85,91.22,101.07,53.46,40.49,127.36,71.30,62.22,42.12,146.63,95.44,4.75,31.69,11.95,138.66,128.69,129.37,127.36,13.31,55.53,78.27
6/17/2016,206.52,215.47,113.02,95.33,50.13,122.27,691.72,706.39,114.06,106.49,135.61,28.95,115.48,44.79,103.41,90.72,101.57,53.78,40.73,127.14,70.95,62.28,42.48,145.64,94.45,5.26,31.76,12.20,137.69,129.50,129.82,127.14,13.40,55.31,77.00
6/20/2016,207.85,219.70,113.37,95.10,50.07,123.42,693.71,714.01,115.30,107.16,134.16,28.80,116.54,44.98,103.37,91.12,102.61,53.76,40.78,127.62,71.10,62.37,42.80,147.75,93.80,5.10,32.17,12.32,138.52,127.84,132.75,127.62,13.54,55.38,78.15
6/21/2016,208.44,219.61,114.38,95.91,51.19,122.63,695.94,715.82,115.08,107.50,133.54,28.77,116.18,45.13,104.08,91.53,103.24,54.10,41.07,127.74,71.46,62.95,42.92,148.35,90.99,5.45,32.32,12.75,138.19,127.79,131.52,127.74,13.62,55.81,78.62
6/22/2016,208.10,196.66,113.91,95.55,50.99,120.62,697.46,710.60,114.63,107.24,133.76,28.72,116.46,44.86,103.74,91.17,102.29,54.03,41.30,127.60,71.75,62.71,42.68,148.14,90.01,5.02,32.29,12.72,137.90,127.90,131.77,127.60,13.61,55.61,78.73
6/23/2016,210.81,196.40,115.08,96.10,51.91,121.21,701.87,722.08,116.82,108.77,132.23,29.22,117.38,45.08,104.44,91.80,104.44,54.67,41.88,128.29,72.10,64.05,44.46,152.66,91.66,5.21,32.99,14.05,139.19,129.75,133.55,128.29,14.04,56.13,79.14
6/24/2016,203.24,193.15,112.08,93.40,49.83,119.44,675.22,698.96,112.38,104.29,135.78,27.75,115.63,43.93,101.98,89.39,101.90,54.43,41.52,126.40,71.96,59.60,40.30,141.86,88.44,4.88,31.55,13.21,137.29,127.71,126.52,126.40,13.00,54.68,76.29
6/27/2016,199.60,198.55,108.97,92.04,48.43,116.30,668.26,691.36,108.69,102.22,139.17,27.31,116.55,43.78,102.13,88.86,100.36,54.74,42.03,124.67,71.50,57.61,38.48,139.51,85.33,4.72,30.72,12.23,137.11,122.09,122.70,124.67,12.18,53.69,74.23
6/28/2016,203.20,201.79,112.70,93.59,49.44,118.50,680.04,707.95,110.37,104.46,139.46,27.79,118.23,44.18,102.14,90.91,101.63,54.82,42.02,127.53,71.51,59.52,40.44,142.41,87.97,5.12,31.19,12.99,138.71,125.21,123.89,127.53,12.70,54.85,76.28
6/29/2016,206.66,210.19,114.16,94.40,50.54,119.49,684.11,715.60,112.88,106.31,138.39,28.26,119.33,44.44,103.12,92.46,103.42,55.06,42.54,127.37,72.46,61.20,42.12,145.50,91.06,5.13,31.93,13.19,140.52,128.83,126.99,127.37,13.19,56.74,78.04
6/30/2016,209.48,212.28,114.28,95.60,51.17,120.34,692.10,715.62,114.98,107.54,138.90,28.69,121.30,45.33,105.94,93.74,104.83,55.84,43.21,127.69,73.02,62.14,42.39,148.58,91.48,5.14,32.80,13.76,141.20,127.99,129.87,127.69,13.27,57.12,79.53
7/1/2016,209.92,216.50,114.19,95.89,51.16,120.40,699.21,725.68,115.39,108.08,140.57,28.80,121.29,45.12,105.63,93.84,104.15,56.23,43.47,129.62,72.81,61.26,42.17,148.25,96.67,5.07,32.75,12.50,140.86,128.27,129.69,129.62,13.10,56.99,79.65
7/5/2016,208.41,213.98,114.20,94.99,51.17,120.76,694.95,728.10,113.69,107.42,142.33,28.33,122.27,45.43,106.42,93.02,103.57,56.53,43.35,129.35,73.14,59.55,40.78,144.45,97.91,4.96,32.68,11.91,141.56,126.75,126.97,129.35,12.74,56.77,78.97
7/6/2016,209.66,214.44,116.70,95.53,51.38,120.63,697.77,737.61,113.89,108.30,142.56,28.72,122.64,45.27,105.92,94.09,104.58,56.26,43.10,131.57,73.82,60.19,41.06,145.58,94.60,5.04,32.97,11.73,142.38,128.30,126.96,131.57,12.86,56.75,78.64
7/7/2016,209.53,215.94,115.85,95.94,51.38,120.92,695.36,736.57,114.13,108.62,142.55,28.74,122.51,45.09,107.49,92.96,103.05,55.38,42.30,131.16,73.53,60.58,41.29,147.00,95.10,5.02,33.20,12.20,140.80,127.00,127.17,131.16,13.01,56.91,79.35
7/8/2016,212.65,216.78,117.24,96.68,52.30,121.31,705.63,745.81,116.79,110.30,143.60,29.26,122.85,45.38,108.27,93.54,104.77,55.90,42.61,134.34,73.84,61.83,41.98,150.38,97.06,5.10,34.00,12.62,141.27,129.60,130.09,134.34,13.17,56.51,78.99
7/11/2016,213.40,224.78,117.87,96.98,52.59,122.00,715.09,753.78,118.14,110.93,142.34,29.43,122.93,45.57,108.91,93.89,105.39,55.93,42.51,135.15,74.06,62.27,42.29,152.19,94.67,5.01,34.38,12.64,140.32,128.37,132.04,135.15,13.21,56.32,81.46
7/12/2016,214.95,224.65,117.93,97.42,53.21,122.25,720.64,748.21,119.72,111.49,140.00,29.61,122.92,45.58,108.79,94.95,106.78,55.47,42.41,134.84,73.27,63.20,43.44,156.92,95.97,5.14,34.94,13.23,139.86,129.00,130.81,134.84,13.54,57.48,81.74
7/13/2016,214.92,222.53,116.78,96.87,53.51,122.82,716.98,742.63,119.25,111.22,141.65,29.75,123.00,45.74,109.91,94.88,106.65,56.00,42.59,133.56,73.62,63.16,43.33,157.92,96.43,5.09,35.01,13.29,141.48,130.19,130.11,133.56,13.44,56.48,80.57
7/14/2016,216.12,221.53,117.29,98.79,53.74,123.93,720.95,741.20,119.37,111.98,139.59,29.76,123.18,45.69,109.96,94.95,106.70,55.84,42.77,134.54,73.70,64.12,44.45,162.54,98.02,5.17,35.20,13.29,140.84,130.01,131.55,134.54,13.65,57.59,81.74
7/15/2016,215.83,220.40,116.86,98.78,53.70,123.61,719.85,735.44,119.70,111.80,138.39,29.82,123.00,45.63,109.66,95.12,107.03,55.84,42.89,134.78,73.67,64.18,44.33,161.64,98.39,5.14,35.07,13.13,141.33,131.67,132.39,134.78,13.66,57.41,81.25
7/18/2016,216.41,226.25,119.37,99.83,53.96,123.80,733.78,736.07,119.90,112.54,138.26,29.91,123.14,45.63,109.21,94.82,106.09,55.93,42.85,136.34,73.84,63.96,44.57,163.33,98.81,5.51,35.05,13.34,140.75,133.13,133.43,136.34,14.11,56.92,82.65
7/19/2016,216.19,225.26,120.61,99.87,53.09,126.50,736.96,739.95,119.30,112.13,139.04,29.92,125.25,45.63,109.53,94.47,106.04,55.70,42.77,136.98,73.66,63.86,44.35,161.41,85.84,5.41,35.15,13.22,142.59,130.30,134.66,136.98,14.26,56.76,82.77
7/20/2016,217.09,228.36,121.92,99.96,55.91,126.06,741.19,745.72,120.08,113.44,138.28,30.63,125.14,45.51,108.92,93.93,105.59,55.62,42.71,137.41,73.79,63.93,44.47,161.77,87.91,5.41,35.69,13.59,143.02,133.11,134.72,137.41,14.40,57.54,84.42
7/21/2016,216.27,220.50,120.61,99.43,55.80,127.18,738.63,744.43,119.51,113.18,138.56,30.58,125.15,45.45,108.58,93.85,105.39,55.37,42.52,136.07,73.52,63.69,44.13,160.05,85.99,5.22,34.27,13.18,142.87,140.32,133.53,136.07,14.27,57.60,84.18
7/22/2016,217.24,222.27,121.00,98.66,56.57,128.26,742.74,744.86,120.40,113.65,138.80,30.71,125.03,45.83,109.19,94.01,105.66,56.10,43.11,136.52,73.55,64.04,44.30,160.41,85.89,5.84,34.66,13.13,143.69,146.00,133.47,136.52,14.38,57.90,84.49
7/25/2016,216.65,230.01,121.63,97.34,56.73,127.40,739.77,739.61,120.22,113.66,138.70,30.79,124.89,45.57,109.02,92.20,103.07,55.87,42.94,136.50,73.75,63.87,44.04,160.51,87.66,6.70,34.69,13.92,141.73,140.21,132.94,136.50,14.37,57.95,83.19
7/26/2016,216.75,229.51,121.22,96.67,56.76,121.71,738.42,735.59,120.80,113.79,138.92,30.88,125.15,44.88,108.20,91.53,102.68,54.81,42.38,136.75,73.73,64.13,44.15,161.16,91.41,6.98,35.09,14.67,141.70,140.01,134.85,136.75,14.53,58.31,83.59
7/27/2016,216.52,228.49,123.34,102.95,56.19,119.48,741.77,736.67,121.14,114.58,140.65,30.76,124.77,43.40,107.48,90.91,102.26,55.32,42.76,136.31,73.32,64.33,44.29,160.99,92.04,6.85,34.83,14.19,141.68,138.13,135.96,136.31,14.63,57.85,83.10
7/28/2016,216.77,230.61,125.00,104.34,56.21,119.42,745.91,752.61,120.83,114.98,140.39,30.52,124.46,43.65,108.13,90.20,101.79,54.86,42.58,137.96,73.24,64.10,44.08,160.53,91.65,6.82,34.77,13.81,142.76,135.99,133.01,137.96,14.68,58.21,83.12
7/29/2016,217.12,234.79,123.94,104.21,56.68,117.65,768.79,758.81,121.07,115.23,141.56,30.53,125.23,43.63,108.92,88.95,102.48,55.41,43.29,138.24,72.97,63.97,43.81,158.81,91.25,6.86,34.86,13.74,143.20,128.96,133.66,138.24,14.49,58.05,82.48
8/1/2016,216.94,230.01,124.31,106.05,56.58,118.01,772.88,767.74,121.17,115.84,139.77,30.73,125.40,43.45,108.93,85.86,99.11,54.50,43.18,138.77,73.78,63.80,43.42,158.18,94.37,6.64,34.85,13.56,143.51,126.79,133.21,138.77,14.33,57.63,84.34
8/2/2016,215.55,227.20,123.09,104.48,56.58,117.70,771.07,760.58,119.48,114.96,138.33,30.62,124.85,43.53,108.72,87.04,99.59,54.00,43.16,137.22,73.13,63.65,42.99,156.06,93.56,6.26,34.56,13.40,143.17,124.13,131.60,137.22,14.13,56.73,83.80
8/3/2016,216.18,225.79,122.51,105.79,56.97,117.52,773.18,754.64,120.45,115.34,138.41,30.72,123.90,43.64,108.04,87.49,100.61,53.90,43.14,137.06,72.94,64.66,43.89,158.34,93.10,6.30,34.25,13.51,142.88,124.60,131.87,137.06,14.48,55.94,83.67
8/4/2016,216.41,230.61,124.36,105.87,57.39,118.30,771.61,760.77,120.56,115.67,139.45,30.80,123.86,43.51,108.42,87.48,100.39,53.93,43.08,136.05,73.30,64.56,43.84,158.05,93.44,6.47,34.58,14.03,142.71,128.28,131.21,136.05,14.48,55.42,84.75
8/5/2016,218.18,230.03,125.15,107.48,57.96,119.21,782.22,765.98,122.30,116.78,138.00,31.04,124.24,43.48,108.66,87.56,100.51,53.64,43.16,136.91,73.76,66.30,45.72,162.09,97.03,6.61,34.98,14.52,142.99,128.50,131.73,136.91,15.05,55.90,84.59
8/8/2016,218.05,226.16,125.26,108.37,58.06,118.29,781.76,766.56,122.24,116.65,138.26,31.01,123.65,43.44,108.14,88.59,101.20,53.59,42.93,136.21,73.34,66.10,45.96,162.83,95.11,6.68,35.04,14.42,142.13,128.39,132.19,136.21,15.13,55.36,85.00
8/9/2016,218.18,229.08,125.06,108.81,58.20,118.31,784.26,768.31,122.37,116.92,139.62,30.94,123.43,43.47,108.28,88.70,101.32,53.66,43.08,136.11,73.54,65.87,45.90,163.44,93.99,6.60,34.92,14.48,141.82,127.17,132.62,136.11,15.19,55.20,85.24
8/10/2016,217.64,225.65,124.88,108.00,58.02,118.80,784.68,768.56,121.49,116.62,140.16,30.85,123.36,43.61,108.82,86.41,100.14,53.81,43.20,135.60,73.95,65.28,45.45,162.19,93.93,6.49,34.53,14.20,142.19,127.60,132.28,135.60,14.81,55.62,87.33
8/11/2016,218.65,224.91,124.90,107.93,58.30,119.38,784.85,771.24,122.07,117.12,138.91,30.95,123.77,43.75,108.48,86.72,101.40,53.86,43.39,137.04,73.80,65.46,45.73,163.86,95.89,6.58,34.68,14.43,142.63,126.62,133.00,137.04,14.88,55.47,91.77
8/12/2016,218.46,225.61,124.88,108.18,57.94,119.52,783.22,772.56,122.19,117.20,140.08,30.87,123.22,44.03,108.59,87.85,102.16,53.65,43.28,136.57,73.89,65.32,45.58,163.25,96.59,6.73,34.57,14.93,142.88,133.31,133.10,136.57,14.91,55.47,98.25
