Date,SPY,TSLA,FB,AAPL,MSFT,MCD,GOOG,AMZN,IWM,QQQ,TLT,CSCO,JNJ,KO,PEP,XOM,CVX,VZ,T,HD,WMT,JPM,C,GS,NFLX,AMD,INTC,MU,UNH,CI,BA,HD.1,BAC,SBUX,BABA
10/30/2017,256.75,320.08,179.87,166.72,83.89,166.23,1017.11,1110.85,148.21,151.58,124.42,34.04,140.00,45.86,109.65,83.54,114.39,47.83,33.54,165.31,86.95,101.41,73.78,240.89,198.37,10.89,44.37,41.65,209.39,197.72,259.25,165.31,27.60,55.17,181.58
10/31/2017,257.15,331.53,180.06,169.04,83.18,166.91,1016.64,1105.28,149.26,152.15,124.46,34.15,139.41,45.98,110.23,83.35,115.89,47.87,33.65,165.78,87.31,100.61,73.50,242.48,196.43,10.99,45.49,44.31,210.22,197.22,257.98,165.78,27.39,54.84,184.89
11/1/2017,257.49,321.08,182.66,166.89,83.18,166.37,1025.50,1103.68,148.27,152.10,124.75,34.62,139.98,45.80,110.13,83.87,115.90,47.83,33.55,165.38,87.94,100.92,74.03,244.26,198.00,10.80,46.71,44.38,209.53,197.84,258.50,165.38,27.53,55.13,186.08
11/2/2017,257.59,299.26,178.92,168.11,84.05,168.10,1025.58,1094.22,148.71,151.81,125.30,34.21,139.93,45.88,110.05,83.53,115.33,47.46,33.17,162.71,88.80,101.59,74.74,246.88,199.32,10.85,47.10,44.34,211.10,198.39,262.63,162.71,27.87,54.87,184.81
11/3/2017,258.45,306.09,178.92,172.50,84.14,168.65,1032.48,1111.60,148.61,153.27,125.64,34.47,140.08,45.97,110.22,83.18,114.99,47.42,33.30,164.39,89.68,101.41,74.05,244.40,200.01,11.12,46.34,43.71,212.87,201.90,261.75,164.39,27.82,56.03,183.21
11/6/2017,258.85,302.78,180.17,174.25,84.47,170.07,1025.90,1120.66,148.78,153.79,126.11,34.41,139.76,45.47,109.26,83.75,117.04,45.53,32.86,164.22,88.70,100.78,73.80,243.49,200.13,11.93,46.70,43.25,212.12,205.00,264.07,164.22,27.75,56.57,187.84
11/7/2017,258.67,306.05,180.25,174.81,84.27,170.77,1033.33,1123.17,147.00,153.88,126.64,34.40,139.77,45.94,110.47,83.58,117.24,45.57,33.07,163.66,88.95,98.75,72.71,239.81,195.89,12.05,46.78,43.95,212.70,205.49,266.13,163.66,27.18,57.22,188.51
11/8/2017,259.11,304.39,179.56,176.24,84.56,170.10,1039.85,1132.88,147.20,154.50,126.36,34.50,141.32,46.18,112.00,83.47,116.67,45.46,33.44,164.05,90.26,97.64,72.34,241.25,196.44,11.71,46.70,44.09,210.77,200.50,265.57,164.05,26.79,57.91,185.90
11/9/2017,258.17,302.99,179.30,175.88,84.09,167.00,1031.26,1129.13,146.68,153.69,126.00,34.05,140.35,46.23,111.48,83.97,117.24,45.07,34.00,163.27,90.30,97.63,72.43,240.79,193.90,11.12,46.30,43.50,211.56,197.52,262.70,163.27,26.49,57.36,185.13
11/10/2017,258.09,302.99,178.46,174.67,83.87,165.59,1028.07,1125.35,146.57,153.68,124.10,33.99,139.56,46.54,112.75,82.94,117.18,44.88,34.22,164.11,90.92,97.51,72.25,240.15,192.02,11.26,45.58,44.78,211.07,197.98,260.85,164.11,26.51,57.04,186.41
11/13/2017,258.33,315.40,178.77,173.97,83.93,167.37,1025.75,1129.17,146.61,153.87,124.36,33.95,139.76,46.72,114.04,82.89,117.23,44.75,34.17,165.35,90.99,97.86,71.99,240.27,195.08,11.09,45.75,45.60,212.66,197.61,262.42,165.35,26.40,56.64,184.54
11/14/2017,257.73,308.70,178.07,171.34,84.05,168.11,1026.00,1136.84,146.21,153.31,125.20,34.04,139.49,47.43,115.76,82.24,116.92,44.22,33.72,168.06,91.09,97.27,71.53,237.24,195.71,11.12,45.86,45.80,211.71,197.14,261.76,168.06,26.24,56.93,181.79
11/15/2017,256.44,311.30,177.95,169.08,82.98,167.32,1020.91,1126.69,145.63,152.59,126.56,34.11,139.10,46.81,115.10,81.21,116.45,44.11,33.81,165.47,89.83,98.19,71.73,237.61,192.12,11.07,45.46,45.36,209.86,196.50,262.86,165.47,26.79,56.70,181.48
11/16/2017,258.62,312.50,179.59,171.10,83.20,168.09,1032.50,1137.29,147.77,154.54,125.46,35.88,138.87,46.55,115.23,80.56,114.57,44.77,34.52,167.50,99.62,98.47,71.67,239.37,195.51,11.25,45.65,46.18,211.13,200.97,263.70,167.50,26.76,57.24,185.43
11/17/2017,257.86,315.05,179.00,170.15,82.40,166.72,1019.09,1129.88,148.45,153.95,126.39,35.90,138.00,45.71,114.68,80.24,114.71,45.42,34.51,167.74,97.47,98.14,71.33,238.02,193.20,11.38,44.63,46.16,209.90,197.97,262.26,167.74,26.62,56.93,185.13
11/20/2017,258.30,308.74,178.74,169.98,82.53,166.93,1018.38,1126.31,149.53,153.83,126.34,36.50,137.93,45.46,114.91,80.55,114.72,46.20,34.64,170.45,97.48,99.01,72.05,238.13,194.10,11.34,44.62,47.64,210.25,199.41,264.63,170.45,26.74,56.81,188.00
11/21/2017,259.99,317.81,181.86,173.14,83.72,168.30,1034.49,1139.49,151.09,155.50,126.74,36.65,138.34,45.78,116.05,80.87,115.17,46.18,34.33,172.86,96.52,98.93,72.38,238.02,196.23,11.40,44.94,49.40,212.60,201.99,266.99,172.86,26.73,57.26,190.90
11/22/2017,259.76,312.60,180.87,174.96,83.11,169.05,1035.96,1156.16,150.89,155.69,127.15,36.45,137.29,45.84,115.08,81.10,115.91,47.10,34.87,172.06,96.41,98.64,72.26,236.43,196.32,11.37,44.65,49.14,211.22,200.72,265.15,172.06,26.66,57.14,189.84
11/24/2017,260.36,315.55,182.78,174.97,83.26,169.11,1040.61,1186.00,150.95,156.26,126.80,36.49,138.01,45.88,115.90,81.42,116.51,47.01,34.81,172.33,96.62,98.32,72.02,235.95,195.75,11.38,44.75,49.68,212.51,200.60,265.88,172.33,26.59,56.80,191.19
11/27/2017,260.23,316.81,183.03,174.09,83.87,168.96,1054.21,1195.83,150.49,156.19,126.62,36.87,138.10,45.90,115.85,81.11,115.59,47.66,34.68,174.16,96.62,97.93,71.39,235.11,195.05,11.55,44.49,48.05,212.40,199.93,265.58,174.16,26.59,55.91,188.03
11/28/2017,262.87,317.55,182.42,173.07,84.88,171.34,1047.41,1193.60,152.86,156.59,126.79,37.73,140.02,45.83,116.77,81.67,116.45,48.82,35.42,176.57,96.77,101.36,73.70,239.41,199.18,11.17,44.73,47.93,216.14,200.55,267.99,176.57,27.64,56.66,186.69
11/29/2017,262.71,307.54,175.13,169.48,83.34,170.43,1021.66,1161.27,153.37,153.86,125.54,37.48,139.81,45.50,116.84,82.27,117.18,49.90,36.48,177.25,97.56,103.73,75.04,241.36,188.15,10.83,43.95,43.74,222.88,205.83,269.30,177.25,28.28,57.51,179.91
11/30/2017,265.01,308.85,177.18,171.85,84.17,171.97,1021.41,1176.75,153.65,155.15,125.12,37.30,139.33,45.77,116.52,83.29,118.99,50.89,36.38,179.82,97.23,104.52,75.50,247.64,187.58,10.89,44.84,42.39,228.17,211.73,276.80,179.82,28.17,57.82,177.08
12/1/2017,264.46,306.53,175.10,171.05,84.26,172.87,1010.17,1162.35,153.02,154.49,126.55,37.60,139.98,45.97,116.78,83.46,119.51,51.25,36.50,180.42,97.35,104.79,75.51,248.95,186.82,10.73,44.68,41.99,226.78,208.41,271.38,180.42,28.10,57.32,174.61
12/4/2017,264.14,305.20,171.47,169.80,81.08,170.65,998.68,1133.95,152.45,152.71,126.61,37.72,139.01,46.23,117.46,83.57,120.84,51.72,37.27,184.90,97.01,106.95,77.10,250.65,184.04,10.03,44.49,39.90,221.42,204.11,277.97,184.90,29.06,58.76,169.58
12/5/2017,263.19,303.70,172.83,169.64,81.59,172.99,1005.15,1141.57,150.93,152.81,127.24,37.31,139.67,46.26,117.59,82.89,120.39,50.92,36.55,182.85,97.83,105.72,76.54,248.33,184.21,9.91,43.44,41.21,220.09,204.12,275.54,182.85,28.93,59.34,168.96
12/6/2017,263.24,313.26,176.06,169.01,82.78,173.48,1018.38,1152.35,150.22,153.50,127.68,37.41,141.06,46.45,118.90,82.28,119.61,50.68,36.11,180.80,97.28,104.93,75.44,245.95,185.30,10.00,43.45,41.58,219.94,204.21,278.27,180.80,28.64,59.28,172.63
12/7/2017,264.07,311.24,180.14,169.32,82.49,172.91,1030.93,1159.79,151.27,154.02,126.68,37.40,140.01,45.78,116.73,82.55,119.63,50.42,36.17,182.00,96.78,104.62,74.98,248.56,185.20,10.04,43.08,43.20,220.15,206.00,281.97,182.00,28.78,59.14,174.47
12/8/2017,265.51,315.13,179.00,169.37,84.16,173.15,1037.05,1162.00,151.41,154.70,126.69,37.61,140.59,45.31,116.57,82.66,119.92,51.09,36.73,183.41,96.55,105.93,75.71,250.35,188.54,9.94,43.35,43.21,223.91,209.97,285.90,183.41,29.05,58.61,177.62
12/11/2017,266.31,328.91,179.04,172.67,85.23,173.25,1041.10,1168.92,151.35,155.90,126.43,37.96,141.14,45.33,117.39,83.03,120.42,51.84,36.90,182.25,96.93,105.62,75.85,250.13,186.22,10.16,43.66,43.01,222.77,209.16,283.16,182.25,28.94,59.07,179.29
12/12/2017,266.78,341.03,176.96,171.70,85.58,172.23,1040.48,1165.08,150.88,155.69,126.38,37.91,142.60,45.29,117.40,82.76,119.68,53.19,38.10,181.80,96.70,106.85,76.15,257.68,185.73,9.90,43.33,41.86,222.49,208.48,289.94,181.80,29.32,59.27,174.64
12/13/2017,266.75,339.03,178.30,172.27,85.35,173.55,1040.61,1164.13,151.78,155.99,127.33,38.15,142.89,45.90,117.80,83.12,119.93,52.89,38.04,183.03,97.76,105.51,75.14,255.56,187.86,10.11,43.34,42.05,224.35,207.92,291.84,183.03,28.84,59.49,176.47
12/14/2017,265.66,337.89,178.39,172.22,84.69,173.14,1049.15,1174.26,150.10,155.88,127.87,37.90,141.65,46.03,118.02,82.90,119.53,52.34,37.74,182.13,97.13,104.66,73.92,255.48,189.56,10.13,43.26,42.24,221.25,203.63,293.88,182.13,28.73,59.70,171.75
12/15/2017,266.51,343.45,180.18,173.97,86.85,174.06,1064.19,1179.14,152.24,157.65,128.35,38.19,142.46,46.19,119.22,83.03,119.73,52.67,38.24,182.58,97.11,106.14,74.77,257.17,190.12,10.29,44.56,42.40,221.82,204.14,293.94,182.58,29.04,58.29,173.55
12/18/2017,268.20,338.87,180.82,176.42,86.38,174.20,1077.14,1190.58,154.30,158.64,127.18,38.48,141.80,45.93,118.05,82.94,119.70,53.25,38.46,184.73,97.90,106.96,75.67,260.02,190.42,10.98,46.26,43.71,222.67,206.34,296.14,184.73,29.48,58.03,173.37
12/19/2017,267.17,331.10,179.51,174.54,85.83,173.39,1070.68,1187.38,153.08,157.70,125.53,38.30,141.78,46.13,118.61,82.44,119.84,52.83,38.05,185.98,98.80,106.51,74.70,256.48,187.02,10.95,47.04,43.98,222.04,207.26,297.25,185.98,29.45,58.01,171.28
12/20/2017,267.03,328.98,177.89,174.35,85.52,172.17,1064.95,1177.62,153.38,157.53,124.14,38.74,141.16,46.08,119.02,82.87,120.89,52.77,38.55,187.31,98.75,106.14,74.66,255.18,188.82,10.98,47.56,45.75,222.38,206.03,297.90,187.31,29.48,57.73,172.64
12/21/2017,267.58,331.66,177.45,175.01,85.50,171.85,1063.63,1174.76,153.47,157.55,124.60,38.53,141.06,45.60,118.26,83.85,124.82,53.01,38.88,188.08,98.06,107.83,75.82,261.01,188.62,10.89,46.76,44.42,221.69,204.52,295.03,188.08,29.82,57.58,175.32
12/22/2017,267.51,325.20,177.20,175.01,85.51,171.42,1060.12,1168.36,153.19,157.37,124.77,38.55,140.12,45.59,118.60,83.97,124.98,53.19,38.94,188.13,98.21,107.45,75.49,258.97,189.94,10.54,46.70,44.12,220.00,203.39,295.10,188.13,29.88,57.30,176.29
12/26/2017,267.19,317.29,175.99,170.57,85.40,171.29,1056.74,1176.76,153.28,156.52,125.14,38.48,140.09,45.81,118.89,83.98,125.98,53.22,39.06,190.36,99.16,107.02,74.78,257.72,187.76,10.46,46.08,42.25,219.60,203.78,295.36,190.36,29.78,57.14,172.33
12/27/2017,267.32,311.64,177.62,170.60,85.71,172.67,1049.37,1182.26,153.13,156.54,126.77,38.56,140.57,45.93,119.30,83.90,125.55,53.28,38.89,190.19,99.26,107.22,74.89,255.95,186.24,10.53,46.11,42.48,220.42,202.71,295.62,190.19,29.73,57.27,172.97
12/28/2017,267.87,315.36,177.92,171.08,85.72,173.10,1048.14,1186.10,153.73,156.73,126.66,38.59,140.56,45.72,119.35,84.02,125.58,53.43,39.18,189.78,99.40,107.79,75.08,256.50,192.71,10.55,46.22,41.81,222.77,205.24,296.35,189.78,29.80,57.81,172.30
12/29/2017,266.86,311.35,176.46,169.23,85.54,172.12,1046.40,1169.47,152.46,155.76,126.86,38.30,139.72,45.88,119.92,83.64,125.19,52.93,38.88,189.53,98.75,106.94,74.41,254.76,191.96,10.28,46.16,41.12,220.46,203.09,294.91,189.53,29.52,57.43,172.43
1/2/2018,268.77,320.53,181.42,172.26,85.95,173.22,1065.00,1189.01,153.90,158.49,125.49,38.86,139.23,45.54,118.06,85.03,127.58,53.53,38.54,188.03,98.59,107.95,74.36,255.67,201.07,10.98,46.85,43.67,221.16,202.56,296.84,188.03,29.90,57.63,183.65
1/3/2018,270.47,317.25,184.67,172.23,86.35,172.49,1082.48,1204.20,154.06,160.03,126.09,39.17,140.56,45.44,117.75,86.70,128.51,52.43,37.65,189.01,99.45,108.06,74.59,253.29,205.05,11.55,45.26,44.98,223.48,205.96,297.80,189.01,29.80,58.71,184.00
1/4/2018,271.61,314.62,184.33,173.03,87.11,173.70,1086.40,1209.59,154.47,160.31,126.07,38.99,140.55,46.08,118.33,86.82,128.11,52.60,38.00,190.51,99.54,109.04,75.51,256.83,205.63,12.12,44.43,46.88,224.45,207.04,296.67,190.51,30.19,58.93,185.71
1/5/2018,273.42,316.58,186.85,175.00,88.19,174.05,1102.23,1229.14,154.79,161.92,125.71,39.53,141.71,46.07,118.67,86.75,127.90,52.48,38.14,192.50,100.13,108.34,75.41,255.52,209.99,11.88,44.74,45.80,228.73,210.55,308.84,192.50,30.33,59.61,190.70
1/8/2018,273.92,336.41,188.28,174.35,88.28,173.93,1106.94,1246.87,155.03,162.55,125.63,39.94,141.89,46.00,117.99,87.14,128.53,52.39,38.25,192.04,101.61,108.50,74.53,251.81,212.05,12.28,44.74,45.55,224.76,208.22,310.15,192.04,30.12,59.31,190.33
1/9/2018,274.54,333.69,187.87,174.33,88.22,173.54,1106.26,1252.70,154.82,162.56,123.95,39.69,144.14,46.23,118.08,86.77,127.84,51.61,37.49,193.10,100.39,109.05,75.31,253.94,209.31,11.82,43.62,42.97,225.88,207.87,318.43,193.10,30.27,59.18,190.80
1/10/2018,274.12,334.80,187.84,174.29,87.82,173.51,1102.61,1254.33,154.84,162.18,123.80,39.91,143.97,46.07,117.48,86.08,128.66,51.69,36.62,191.80,99.67,110.25,75.65,254.33,212.52,11.96,42.50,43.31,224.20,207.09,320.26,191.80,30.55,59.82,189.79
1/11/2018,276.12,337.95,187.77,175.28,88.08,173.39,1105.52,1276.68,157.50,163.29,124.31,40.10,144.79,46.04,116.88,86.93,132.57,52.11,36.48,194.68,100.02,110.84,75.56,255.13,217.24,12.14,43.41,42.82,225.39,210.89,328.12,194.68,30.66,60.00,188.75
1/12/2018,277.92,336.22,179.37,177.09,89.60,173.57,1122.26,1305.20,158.16,164.49,124.52,40.87,145.76,46.15,117.38,87.52,133.60,51.86,36.90,196.42,100.87,112.67,76.84,257.03,221.23,12.02,43.24,42.81,228.64,213.39,336.21,196.42,31.19,60.40,187.79
1/16/2018,276.97,340.06,178.39,176.19,88.35,173.68,1121.76,1304.86,156.14,164.02,125.04,40.54,146.86,46.53,117.86,86.97,132.01,51.66,36.72,196.31,100.69,112.27,77.11,258.46,221.53,11.91,43.14,42.92,232.90,214.75,335.16,196.31,31.24,60.56,182.40
1/17/2018,279.61,347.16,177.60,179.10,90.14,174.98,1131.98,1295.00,157.62,165.79,124.87,41.20,146.98,46.82,119.18,88.00,132.36,51.72,36.85,199.82,102.70,112.99,77.47,253.65,217.50,12.18,44.39,44.26,238.43,220.36,351.01,199.82,31.18,60.66,183.83
1/18/2018,279.14,344.57,179.80,179.26,90.10,174.57,1129.79,1293.32,156.54,165.82,123.71,41.30,146.92,46.88,119.05,87.43,131.59,51.55,37.15,198.33,104.30,113.26,77.39,250.97,220.33,12.47,44.48,43.99,243.16,219.66,340.16,198.33,31.48,61.09,184.40
1/19/2018,280.41,350.02,181.29,178.46,90.00,176.12,1137.51,1294.58,158.60,166.34,123.06,41.29,147.36,47.16,120.17,87.15,131.30,51.91,37.21,201.33,104.59,113.01,78.30,256.12,220.46,12.59,44.82,42.75,243.35,220.15,337.73,201.33,31.72,61.26,184.05
1/22/2018,282.69,351.56,185.37,177.00,91.61,176.21,1155.81,1327.31,159.45,168.12,123.18,41.66,148.14,47.38,121.51,88.25,132.56,53.46,37.87,204.46,105.45,114.33,78.59,261.52,227.58,12.65,45.75,42.88,243.56,220.75,338.00,204.46,31.94,61.41,184.02
1/23/2018,283.29,352.79,189.35,177.04,91.90,176.81,1169.97,1362.54,159.96,169.51,123.71,42.10,141.83,47.45,121.30,88.30,131.02,53.23,37.19,204.90,105.90,114.21,78.55,260.09,250.29,12.94,46.06,43.95,245.21,219.79,335.59,204.90,31.92,61.69,192.28
1/24/2018,283.18,345.89,186.55,174.22,91.82,176.12,1164.24,1357.51,158.97,168.41,123.04,42.17,142.07,47.83,121.14,88.53,131.39,54.22,37.02,206.22,105.79,115.67,79.45,265.68,261.30,12.71,45.51,43.08,244.85,221.00,334.69,206.22,32.09,60.83,195.53
1/25/2018,283.30,337.64,187.48,171.11,92.33,175.66,1170.37,1377.95,159.03,168.35,124.05,41.90,144.40,47.84,120.90,88.37,130.65,54.29,37.45,205.37,106.60,115.70,79.44,269.03,269.70,12.41,45.30,43.01,245.18,221.88,343.11,205.37,32.09,60.55,198.33
1/26/2018,286.58,342.85,190.00,171.51,94.06,178.36,1175.84,1402.05,159.60,170.93,123.59,42.56,145.33,48.53,121.76,89.00,131.19,54.72,37.82,207.23,108.39,116.32,80.08,268.14,274.60,12.95,50.08,43.67,248.47,226.22,343.22,207.23,32.20,57.99,205.22
1/29/2018,284.68,349.53,185.98,167.96,93.92,177.77,1175.58,1417.68,158.70,170.10,122.73,42.85,143.68,47.70,119.67,88.01,128.48,54.13,37.26,204.92,109.55,116.20,79.96,272.48,284.59,13.32,49.98,43.29,247.41,223.90,340.82,204.92,32.28,57.02,203.01
1/30/2018,281.76,345.82,187.12,166.97,92.74,172.48,1163.69,1437.82,157.18,168.70,122.01,42.25,142.43,47.41,119.89,86.78,125.23,53.90,37.44,201.81,107.73,115.11,78.62,268.94,278.80,12.87,48.79,41.67,236.65,207.89,337.71,201.81,31.88,57.19,199.66
1/31/2018,281.90,354.31,186.89,167.43,95.01,171.14,1169.94,1450.89,156.36,169.40,122.73,41.54,138.19,47.59,120.30,87.30,125.35,54.07,37.45,200.90,106.60,115.67,78.48,267.89,270.30,13.74,48.14,43.72,236.78,208.35,354.37,200.90,32.00,56.81,204.29
2/1/2018,281.58,349.25,193.09,167.78,94.26,171.90,1167.70,1390.00,156.85,167.96,120.70,41.70,140.02,47.45,120.30,89.07,125.57,54.30,39.16,199.90,105.52,116.87,79.20,272.23,265.07,13.25,47.65,42.49,235.22,205.01,356.94,199.90,32.50,56.00,192.22
2/2/2018,275.45,343.75,190.28,160.50,91.78,169.38,1111.90,1429.95,153.83,164.61,119.58,40.93,137.68,46.73,118.67,84.53,118.58,52.98,38.07,193.97,104.48,114.28,77.02,260.04,267.43,12.45,46.15,40.82,231.88,204.46,348.91,193.97,31.95,55.77,187.31
2/5/2018,263.93,333.13,181.26,156.49,88.00,163.85,1055.80,1390.00,147.92,158.12,120.71,38.78,130.39,44.89,114.46,79.72,112.62,50.50,36.63,183.11,100.09,108.80,73.27,249.11,254.26,11.57,44.52,39.40,220.02,196.41,328.88,183.11,30.26,54.69,180.53
2/6/2018,269.13,333.97,185.31,163.03,91.33,165.18,1080.60,1442.84,149.69,162.31,119.96,40.17,131.83,44.67,113.56,78.35,117.18,50.83,36.83,191.04,100.90,112.11,74.82,258.70,265.72,11.65,44.91,43.88,225.18,197.59,340.91,191.04,31.20,55.61,185.17
2/7/2018,267.67,345.00,180.18,159.54,89.61,165.71,1048.58,1416.78,149.84,160.21,118.82,40.34,131.42,44.56,113.50,76.94,115.29,51.01,36.93,191.29,102.85,112.87,74.99,257.10,264.56,11.60,45.20,42.01,225.82,195.44,348.12,191.29,31.25,54.46,180.30
2/8/2018,257.63,315.23,171.58,155.15,85.01,158.97,1001.52,1350.50,145.44,153.45,118.69,38.77,126.36,43.10,110.15,76.07,112.30,49.04,35.57,181.22,100.02,107.88,71.87,246.35,250.10,11.22,42.75,40.00,216.46,189.27,329.66,181.22,29.74,53.77,173.70
2/9/2018,261.50,310.42,176.11,156.41,88.18,160.80,1037.78,1339.60,146.77,156.10,117.94,39.53,129.53,43.13,111.18,75.78,113.50,49.88,36.05,184.12,99.37,110.04,73.68,249.30,249.47,11.31,43.95,40.41,220.96,193.77,332.83,184.12,30.33,54.58,176.67
2/12/2018,265.34,315.73,176.41,162.71,89.13,163.90,1051.94,1386.23,148.16,158.87,118.46,40.60,130.27,43.97,111.93,76.42,113.98,50.11,36.37,184.06,99.55,111.74,74.76,253.16,257.95,11.68,44.83,42.19,225.69,193.56,343.80,184.06,31.12,55.38,177.44
2/13/2018,266.00,323.66,173.15,164.34,89.83,162.40,1052.10,1414.51,148.48,159.69,118.99,41.23,129.96,44.19,112.14,76.30,113.29,50.08,36.60,183.72,100.98,112.43,75.18,255.53,258.27,11.78,44.46,42.63,226.64,195.44,343.16,183.72,31.18,55.67,179.25
2/14/2018,269.59,322.31,179.52,167.37,90.81,159.99,1069.70,1451.05,151.15,162.68,117.67,42.09,129.67,44.10,109.11,76.46,113.63,49.51,36.41,184.69,101.70,115.03,76.71,262.58,266.00,12.20,45.38,43.45,228.78,195.55,344.85,184.69,32.00,55.99,186.76
2/15/2018,273.03,334.07,179.96,172.99,92.66,160.78,1089.52,1461.76,152.80,165.70,118.07,44.08,131.23,44.78,110.97,76.21,112.53,49.74,37.00,185.27,103.23,115.51,77.08,267.68,280.27,12.19,45.92,43.50,226.02,191.94,356.46,185.27,32.21,56.58,187.45
2/16/2018,273.11,335.49,177.36,172.43,92.00,157.79,1094.80,1448.69,153.34,164.96,118.71,44.33,133.15,44.98,111.06,76.54,112.14,50.15,37.14,186.97,104.78,114.68,76.82,267.62,278.52,11.82,45.56,44.21,229.37,193.81,355.04,186.97,31.97,56.48,183.68
2/20/2018,271.40,334.77,176.01,171.85,92.72,157.16,1102.46,1468.35,152.08,165.29,118.19,44.06,130.87,43.99,109.48,75.75,110.98,48.92,36.77,186.71,94.11,114.71,76.46,264.89,278.55,12.02,46.32,44.90,226.66,192.60,353.35,186.71,31.93,55.97,187.19
2/21/2018,270.05,333.30,177.91,171.07,91.49,158.64,1111.34,1482.92,152.24,164.82,116.74,43.31,129.91,43.34,108.00,74.89,109.06,47.96,36.31,183.06,91.52,115.19,77.00,263.40,281.04,11.72,45.94,44.54,225.13,191.65,352.37,183.06,31.87,56.10,188.82
2/22/2018,270.40,346.17,178.99,172.50,91.73,160.66,1106.63,1485.34,152.00,164.80,117.09,42.94,129.91,43.52,109.26,75.86,109.89,47.87,36.47,185.47,92.77,114.98,76.27,261.43,278.14,11.84,45.80,44.25,227.09,191.90,355.92,185.47,31.69,55.40,188.75
2/23/2018,274.71,352.05,183.29,175.50,94.06,163.06,1126.79,1500.00,153.98,168.17,118.13,44.00,132.02,44.04,109.68,77.53,112.59,48.29,36.72,188.35,92.89,117.31,77.08,266.77,285.93,12.07,47.73,46.53,230.16,194.79,356.66,188.35,32.03,56.14,193.29
2/26/2018,277.90,357.42,184.93,178.97,95.42,163.58,1143.75,1521.95,154.99,170.40,118.17,45.36,132.07,44.03,110.94,78.84,114.60,49.09,37.46,188.46,93.12,118.77,77.65,271.26,294.16,12.42,49.11,47.98,234.06,195.88,363.48,188.46,32.42,57.17,194.19
2/27/2018,274.43,350.99,181.46,178.39,94.20,160.66,1118.29,1511.98,152.76,168.29,118.00,45.04,131.67,43.62,110.89,77.50,113.61,48.04,36.87,184.98,91.52,117.36,76.38,267.93,290.61,12.53,49.91,48.58,232.52,196.85,364.64,184.98,32.33,56.57,188.26
2/28/2018,271.65,343.06,178.32,178.12,93.77,157.74,1104.73,1512.45,150.35,167.21,118.75,44.78,129.88,43.22,109.73,75.74,111.92,47.74,36.30,182.27,90.01,115.50,75.49,262.93,291.38,12.11,49.29,48.81,226.16,195.89,362.21,182.27,32.10,57.10,186.14
3/1/2018,267.70,330.93,175.94,175.00,92.85,155.70,1069.52,1493.45,149.95,164.48,119.32,43.80,127.28,43.43,108.12,75.20,112.04,47.96,36.00,179.64,89.08,113.43,73.66,256.78,290.39,11.90,47.84,47.62,224.45,193.42,349.69,179.64,31.48,56.17,181.99
3/2/2018,269.08,335.12,176.62,176.21,93.05,148.27,1078.92,1500.25,152.35,165.99,118.35,44.06,128.82,43.72,109.04,75.55,111.64,48.26,36.35,178.46,88.77,113.32,73.68,258.12,301.05,11.81,48.98,49.11,225.19,193.06,344.67,178.46,31.63,56.93,179.76
3/5/2018,272.19,333.35,180.40,176.82,93.64,151.03,1090.93,1523.61,153.71,167.83,118.03,44.52,129.79,43.89,109.43,76.27,113.15,48.71,36.70,181.74,89.98,115.06,74.42,263.12,315.00,11.91,49.75,52.03,228.38,192.34,352.75,181.74,32.13,56.99,181.60
3/6/2018,272.88,328.20,179.78,176.67,93.32,151.20,1095.06,1537.64,155.37,168.54,118.14,44.29,128.22,43.93,109.58,76.18,113.65,48.89,36.87,181.64,89.06,115.16,74.06,266.93,325.22,11.76,50.71,53.74,226.18,194.13,348.92,181.64,32.11,57.03,187.37
3/7/2018,272.78,332.30,183.71,175.03,93.86,152.38,1109.64,1545.00,156.74,168.93,118.01,44.20,129.04,43.82,109.84,74.26,113.84,48.84,36.91,178.58,87.74,114.73,73.92,265.35,321.16,12.24,51.32,53.97,227.27,194.25,347.04,178.58,32.18,57.03,189.05
3/8/2018,274.10,329.10,182.34,176.94,94.43,154.44,1126.00,1551.86,156.42,169.86,118.69,44.34,132.06,44.45,112.08,74.12,113.35,49.01,37.11,177.94,87.92,114.74,74.11,266.34,317.00,11.97,50.74,55.22,224.73,172.00,348.73,177.94,32.20,57.47,187.18
3/9/2018,278.87,327.17,185.23,179.98,96.54,157.24,1160.04,1578.89,158.92,173.16,117.91,45.37,133.80,44.82,112.54,74.56,117.22,49.01,37.05,182.16,88.72,118.04,76.11,270.77,331.44,11.70,52.19,54.59,225.43,173.36,354.52,182.16,32.72,58.46,190.55
3/12/2018,278.52,345.51,184.76,181.72,96.77,157.74,1164.50,1598.39,159.20,174.08,118.59,45.55,132.63,44.53,112.75,75.24,116.79,48.80,37.36,179.71,88.07,117.66,76.02,273.38,321.30,11.52,51.52,59.37,222.77,167.31,344.19,179.71,32.84,59.40,192.74
3/13/2018,276.72,341.84,181.88,179.97,94.41,158.22,1138.17,1588.18,158.46,171.71,119.19,45.16,134.35,44.57,113.60,74.53,116.46,48.65,37.39,178.35,88.30,116.25,74.91,268.53,315.88,11.64,51.78,59.43,226.94,164.39,338.67,178.35,32.36,59.05,188.41
3/14/2018,275.30,326.63,184.19,178.44,93.85,158.24,1149.49,1591.00,157.71,171.68,120.24,45.28,132.32,43.78,112.61,73.60,115.13,48.45,37.03,177.41,87.67,114.95,73.47,264.43,321.55,11.36,51.86,59.78,225.38,166.88,330.26,177.41,32.14,58.83,192.56
